ticker,corp_code,corp_name,cluster,tier
102370,00668600,케이옥션,,
102710,00530185,이엔에프테크놀로지,,
102940,00525642,코오롱생명과학,,
103230,00137012,에스앤더블류,,
103840,00486875,우양,,
104040,00442905,디에스엠,,
104200,00645089,NHN벅스,,
104460,00602136,디와이피엔에프,,
104480,00693554,티케이케미칼,,
104540,00541437,코렌텍,,
104620,00632845,노랑풍선,,
104830,00623661,원익머트리얼즈,,
105330,00606664,케이엔더블유,,
105550,00766106,엣지파운드리,,
105740,00533003,디케이락,,
105760,00862312,포스뱅크,,
106080,00542898,케이이엠텍,,
106190,00409964,하이텍팜,,
106240,00755739,파인테크닉스,,
107600,00862880,새빗켐,,
107640,00474588,한중엔시에스,,
108230,00531917,톱텍,,
108380,00111193,대양전기공업,,
108490,00946030,로보티즈,,
108860,00666064,셀바스AI,,
109080,00660291,옵티시스,,
109610,00535481,에스와이,,
109670,00492706,씨싸이트,,
109740,00530121,디에스케이,,
109820,00552992,진매트릭스,,
109860,00118284,동일금속,,
109960,00653194,앱토크롬,,
110020,00632793,전진바이오팜,,
110790,00522007,크리스에프앤씨,,
110990,00576798,디아이티,,
111710,00245694,남화산업,,
112040,00444329,위메이드,,
112290,00619507,와이씨켐,,
113810,00576789,디젠스,,
114190,00100601,강원에너지,,
114450,00532059,그린생명과학,,
114630,00663669,폴라리스우노,,
114810,00625942,한솔아이원스,,
114840,00692254,아이패밀리에스씨,,
115160,00787057,휴맥스,,
115180,01042650,큐리언트,,
115310,00491415,인포바인,,
115440,00664048,우리넷,,
115450,00552859,HLB테라퓨틱스,,
115480,00681249,씨유메디칼,,
115500,00441650,케이씨에스,,
115530,00660033,씨엔플러스,,
115570,00405959,스타플렉스,,
115610,00694942,이미지스,,
117670,00605124,알파칩스,,
117730,00867098,티로보틱스,,
118990,00876908,모트렉스,,
119500,00188797,포메탈,,
119610,00604426,인터로조,,
119830,00626011,아이텍,,
119850,00626464,지엔씨에너지,,
120240,00250997,대정화금,,
121440,00674498,골프존홀딩스,,
121600,00439965,나노신소재,,
121800,00693651,비덴트,,
121850,00807397,코이즈,,
121890,00604815,에스디시스템,,
122310,00799539,제노레이,,
122350,00799177,삼기,,
122450,00657987,KX,,
122640,00530556,예스티,,
122690,00800145,서진오토모티브,,
122870,00613318,와이지엔터테인먼트,,
122990,00759294,와이솔,,
123010,00615723,알엔티엑스,,
123040,00259545,엠에스오토텍,,
123330,00624998,제닉,,
123410,00803425,코리아에프티,,
123420,00815767,위메이드플레이,,
123570,00616290,이엠넷,,
123750,00821607,알톤,,
123840,00809429,뉴온,,
123860,00761952,아나패스,,
124500,00620868,아이티센글로벌,,
124560,00562245,태웅로직스,,
125020,00381756,티씨머티리얼즈,,
125210,00611912,아모그린텍,,
125490,00683061,한라캐스트,,
126340,00563518,비나텍,,
126600,00599595,BGF에코머티리얼즈,,
126640,00825223,화신정공,,
126700,00825959,하이비젼시스템,,
126730,00446901,코칩,,
126880,00442154,제이엔케이글로벌,,
127120,00642541,제이에스링크,,
127710,00665676,아시아경제,,
127980,00527002,화인써키트,,
128540,00870481,에코캡,,
128660,00829380,피제이메탈,,
129890,01207716,앱코,,
129920,00577335,대성하이텍,,
130500,00491938,GH신소재,,
130580,00606293,나이스디앤비,,
130740,00578538,티피씨글로벌,,
131030,00831428,옵투스제약,,
131090,00402110,시큐브,,
131100,00814786,티엔엔터테인먼트,,
131180,00629212,딜리,,
131220,00608316,대한과학,,
131290,00372226,티에스이,,
131370,00838962,알서포트,,
131400,00533924,이브이첨단소재,,
131760,00820352,파인텍,,
131970,00563545,두산테스나,,
133750,00807555,메가엠디,,
134060,00788737,이퓨쳐,,
134580,00608699,탑코미디어,,
136150,00488244,원일티엔아이,,
136410,00922304,아셈스,,
136480,00857727,하림,,
136540,00868705,윈스테크넷,,
137080,00362122,나래나노텍,,
137400,00612294,피엔티,,
137940,00614593,넥스트아이,,
137950,00664853,제이씨케미칼,,
138070,00577380,신진에스엠,,
138080,00571483,오이솔루션,,
138360,00808068,앤로보틱스,,
138610,00767628,나이벡,,
139670,00535375,키네마스터,,
140070,00599285,서플러스글로벌,,
140410,00808022,메지온,,
140430,01116265,카티스,,
140520,00112721,대창스틸,,
140670,00858124,알에스오토메이션,,
140860,00244747,파크시스템스,,
141000,00610083,비아트론,,
141080,00842619,리가켐바이오,,
142210,00879020,유니트론텍,,
142280,00513948,녹십자엠에스,,
142760,00587925,모아라이프플러스,,
143160,00883980,아이디스,,
143240,00857480,사람인,,
143540,00569646,영우디에스피,,
144510,01010642,지씨셀,,
144960,00521390,뉴파워프라즈마,,
145020,00888347,휴젤,,
145170,00305941,노브랜드,,
146060,00495633,율촌,,
146320,01301623,비씨엔씨,,
147760,00654175,피엠티,,
147830,00899556,제룡산업,,
148150,00913689,세경하이테크,,
148250,00915508,알엔투테크놀로지,,
148780,00980043,비큐AI,,
148930,00885906,에이치와이티씨,,
149950,00442048,아바텍,,
149980,00977641,하이로닉,,
150900,00638487,파수AI,,
151860,00366137,KG에코솔루션,,
153460,00842585,네이블,,
153490,00815095,우리이앤엘하루틴,,
153710,00971726,옵티팜,,
153890,00577593,져스텍,,
154030,00867478,아시아종묘,,
154040,00624518,다산솔루에타,,
155650,00870861,와이엠씨,,
156100,00918222,엘앤케이바이오,,
158430,00595182,아톤,,
159010,00561732,아스플로,,
159580,00563837,제로투세븐,,
159910,00896753,에코글로우,,
160190,00650771,하이젠알앤엠,,
160550,00974927,NEW,,
160980,00659161,싸이맥스,,
161580,00938721,필옵틱스,,
162300,00958664,신스틸,,
163280,01663116,에어레인,,
163730,01142075,핑거,,
166090,00660750,하나머티리얼즈,,
166480,00989664,코아스템켐온,,
168330,00923792,내츄럴엔도텍,,
168360,00957373,펨트론,,
169330,00877174,엠브레인,,
170030,00164502,현대공업,,
170790,00492353,파이오링크,,
170920,00866062,엘티씨,,
171010,00654272,램테크놀러지,,
171090,00327819,선익시스템,,
171120,00317104,라이온켐텍,,
172670,00493325,에이엘티,,
173130,00867849,오파스넷,,
173940,00925295,에프엔씨엔터,,
174900,00991191,앱클론,,
175140,00861997,아고스,,
175250,00554352,아이큐어,,
176750,00867034,듀켐바이오,,
177350,00813389,베셀,,
177830,00429694,파버나인,,
177900,00870065,쓰리에이로직스,,
178320,00838005,서진시스템,,
178780,00923826,일월지엠엘,,
179290,00531829,엠아이텍,,
179530,01022902,애드바이오텍,,
179900,00961774,유티아이,,
180400,00995993,DXVX,,
182360,00985686,큐브엔터,,
182400,00977650,엔케이젠바이오텍코리아,,
183300,00997812,코미코,,
183490,00606886,엔지켐생명과학,,
184230,00988364,SGA솔루션즈,,
185490,00945457,아이진,,
186230,00602279,그린플러스,,
187220,00675594,디티앤씨,,
187270,00925189,신화콘텍,,
187420,00983916,HLB제넥스,,
187660,01409022,페니트리움바이오,,
187790,00994994,나노,,
187870,00624509,디바이스,,
188040,01157846,바이오포트,,
188260,01305869,세니젠,,
189300,00664181,인텔리안테크,,
189330,00991298,씨이랩,,
189690,00939942,포시에스,,
189860,00869272,서전기전,,
189980,00916516,흥국에프엔비,,
190510,00819374,나무가,,
190650,00304915,코리아에셋투자증권,,
191410,00843900,육일씨엔에쓰,,
191420,00926522,테고사이언스,,
192250,01003040,케이사인,,
192390,00910840,윈하이텍,,
192410,00623184,오늘이엔엠,,
192440,00917861,슈피겐코리아,,
193250,01035678,링크드,,
194480,01008762,데브시스터즈,,
194700,00811372,노바렉스,,
195500,00770312,마니커에프앤지,,
195940,01012066,HK이노엔,,
195990,00620558,루트K,,
196170,00989619,알테오젠,,
196300,00808086,HLB펩,,
196450,01031502,코아시아씨엠,,
196490,00660121,디에이테크놀로지,,
196700,00864338,웹스,,
197140,00681373,디지캡,,
198080,00876643,캐프,,
198440,01032583,강동씨앤엘,,
198940,00156600,한주라이트메탈,,
199430,00672603,케이엔알시스템,,
199480,01138595,뱅크웨어글로벌,,
199550,01161432,레이저옵텍,,
199730,01110058,바이오인프라,,
199800,00547510,툴젠,,
199820,00148470,제일일렉트릭,,
200130,01032404,콜마비앤에이치,,
200230,00608802,텔콘RF제약,,
200350,00990819,아티스트스튜디오,,
200470,00667425,에이팩트,,
200670,00614478,휴메딕스,,
200710,00657002,에이디테크놀로지,,
200780,00256043,비씨월드제약,,
201490,00965813,미투온,,
203400,00977377,에이비온,,
203450,00408266,유니온바이오메트릭스,,
203650,01038693,드림시큐리티,,
204020,00671978,그리티,,
204270,00447575,제이앤티씨,,
204610,00609661,티쓰리,,
204620,01042711,글로벌텍스프리,,
204840,01042359,지엘팜텍,,
205100,01042085,엑셈,,
205470,01042979,휴마시스,,
205500,01042429,넥써쓰,,
206400,01043853,베노티앤알,,
206560,01021949,덱스터,,
206640,01046708,바디텍메드,,
206650,00927558,유바이오로직스,,
207760,01047840,미스터블루,,
208140,01047415,정다운,,
208350,01047169,지란지교시큐리티,,
208370,01047451,셀바스헬스케어,,
208640,01049422,썸에이지,,
208710,01047707,포톤,,
208860,01084364,다산디엠씨,,
209640,01023211,와이제이링크,,
210120,00550082,캔버스엔,,
211050,01013694,인카금융서비스,,
211270,00874803,AP위성,,
212560,00876865,네오오토,,
212710,01208751,아이에스티이,,
213420,01061558,덕산네오룩스,,
214150,01061327,클래시스,,
214180,01013311,헥토이노베이션,,
214260,01058101,라파스,,
214270,01061497,FSN,,
214370,00549891,케어젠,,
214430,00612489,아이쓰리시스템,,
214450,00970453,파마리서치,,
214610,01049167,롤링스톤,,
214680,01062867,디알텍,,
215000,01067516,골프존,,
215090,01063884,솔디펜스,,
215100,01063990,로보로보,,
215200,01074862,메가스터디교육,,
215360,01077577,우리산업,,
215380,01065013,우정바이오,,
215480,01064069,토박스코리아,,
215600,00919966,신라젠,,
215790,01065679,이노인스트루먼트,,
216050,00819073,인크로스,,
216080,01222867,제테마,,
217190,00666204,제너셈,,
217270,01067808,넵튠,,
217330,01046391,싸이토젠,,
217480,01099667,에스디생명공학,,
217500,01068348,러셀,,
217730,01025644,강스템바이오텍,,
217820,01020843,원익피앤이,,
218150,01071944,미래생명자원,,
218410,01078178,RFHIC,,
219130,00617314,타이거일렉,,
219420,01109955,링크제니시스,,
219550,01089378,디와이디,,
219750,01031229,한국비티비,,
220100,01053540,퓨쳐켐,,
220180,00793155,핸디소프트,,
220260,01089350,켐트로스,,
221800,01026616,지구홀딩스,,
221840,00688358,하이즈항공,,
221980,00370918,케이디켐,,
222040,00656289,코스맥스엔비티,,
222080,01090471,SFA넥셀,,
222110,00962922,팬젠,,
222420,01091054,쎄노텍,,
222800,01095722,심텍,,
222980,00579139,한국맥널티,,
223250,00916826,드림씨아이에스,,
223310,01075126,사토시홀딩스,,
224060,00530413,더코디,,
224110,01099861,에이텍모빌리티,,
225190,00992543,LK삼양,,
225220,01062177,제놀루션,,
225430,01095704,케이엠제약,,
225530,00568461,HC보광산업,,
225570,01096341,넥슨게임즈,,
225590,01101041,패션플랫폼,,
226330,01344336,신테카바이오,,
226340,01098792,본느,,
226400,01082348,오스테오닉,,
226590,01022142,엠디바이스,,
226950,01113718,올릭스,,
227610,01080687,아우딘퓨쳐스,,
227950,01105621,엔투텍,,
228340,00993931,동양파일,,
228670,00828761,레이,,
228760,01108248,지노믹트리,,
228850,00899459,레이언스,,
229000,01051472,젠큐릭스,,
230240,01108442,에치에프알,,
232140,01109539,와이씨,,
232680,00911229,라온로보틱스,,
232830,01113499,아이티센피엔에스,,
234030,00874168,싸이닉솔루션,,
234100,00617998,폴라리스세원,,
234300,01014055,에스트래픽,,
234340,00763701,헥토파이낸셜,,
234690,01135057,녹십자웰빙,,
234920,01020524,자이글,,
235980,01336373,메드팩토,,
236200,01124653,슈프리마,,
236810,01051065,엔비티,,
237690,00871833,에스티팜,,
237750,00525864,피앤씨테크,,
237820,00862853,플레이디,,
237880,00957735,클리오,,
238090,00942131,앤디포스,,
238120,01073678,얼라인드,,
238200,01109070,비피도,,
238490,00556712,힘스,,
239340,01128622,이스트에이드,,
239610,01011438,에이치엘사이언스,,
239890,01112889,피엔에이치테크,,
240550,01073261,동방메디컬,,
240600,01085026,유진테크놀로지,,
240810,01135941,원익IPS,,
241520,01109715,DSC인베스트먼트,,
241690,00531865,유니테크노,,
241710,00763473,코스메카코리아,,
241770,00652007,메카로,,
241790,01113754,티이엠씨씨엔에스,,
241820,01051092,피씨엘,,
241840,00975290,에이스토리,,
242040,01136348,나무기술,,
243070,01159853,휴온스,,
243840,00807379,신흥에스이씨,,
244460,01070149,올리패스,,
245620,01182550,EDGC,,
246250,01112700,에스엘에스바이오,,
246690,00778235,TS인베스트먼트,,
246710,01109937,티앤알바이오팹,,
246720,01157235,아스타,,
246960,01110182,SCL사이언스,,
247540,01160363,에코프로비엠,,
247660,00660459,나노씨엠에스,,
250000,01124680,보라티알,,
250060,01165155,모비스,,
250930,01166109,예선테크,,
251120,01160974,바이오에프디엔씨,,
251370,00602172,와이엠티,,
251630,01027794,브이원텍,,
251970,00761059,펌텍코리아,,
252500,01169267,세화피앤씨,,
252990,01199727,샘씨엔에스,,
253450,01168684,스튜디오드래곤,,
253590,01170865,네오셈,,
253840,01063954,수젠텍,,
254120,01174038,자비스,,
254490,00299844,미래반도체,,
255220,00963976,SG,,
255440,00875307,야스,,
256150,01069736,한독크린텍,,
256630,01179608,포인트엔지니어링,,
256840,01179617,한국비엔씨,,
256940,01037214,킵스파마,,
257370,01144569,피엔티엠에스,,
257720,00982023,실리콘투,,
258610,00961507,케일럼,,
258790,01182408,소프트캠프,,
258830,00959229,세종메디칼,,
259630,00833064,엠플러스,,
260660,00447007,알리코제약,,
260930,01144028,씨티케이,,
260970,00560849,에스앤디,,
261200,01187494,덴티스,,
261520,01211889,이지스,,
261780,01141599,아리바이오LAB,,
262260,00604268,에이프로,,
262840,01146822,아이퀘스트,,
263020,00892526,디케이앤디,,
263050,01110678,유틸렉스,,
263600,00571298,덕우전자,,
263690,00966168,디알젬,,
263700,01187148,케어랩스,,
263720,01186404,디앤씨미디어,,
263750,01152470,펄어비스,,
263770,01196313,유에스티,,
263800,00877819,데이타솔루션,,
263810,00760999,상신전자,,
263860,00962223,지니언스,,
263920,01185566,휴엠앤씨,,
264450,01203376,유비쿼스,,
264660,00605328,씨앤지하이테크,,
264850,01199189,이랜시스,,
265520,01203808,AP시스템,,
265560,00659976,영화테크,,
265740,01217829,엔에프씨,,
267320,01208849,나인테크,,
267790,01182240,배럴,,
267980,01234507,매일유업,,
269620,01188378,시스웍,,
270520,01228515,앱튼,,
270660,01201590,에브리봇,,
270870,01214248,뉴트리,,
271830,01146220,팸텍,,
272110,00769158,케이엔제이,,
272290,01237540,이녹스첨단소재,,
273060,01236532,와이즈버즈,,
273640,01215618,와이엠텍,,
274090,01158553,켄코아에어로스페이스,,
274400,00965318,이노시뮬레이션,,
275630,01250374,에스에스알,,
276040,01290248,스코넥,,
276730,01230255,한울앤제주,,
277070,00616962,린드먼아시아,,
277410,01243161,인산가,,
277810,01261644,레인보우로보틱스,,
277880,01139035,티에스아이,,
278280,00897752,천보,,
278650,01189438,HLB바이오스텝,,
279600,01190124,미디어젠,,
281740,01255652,레이크머티리얼즈,,
282720,00872656,금양그린파워,,
282880,01211232,코윈테크,,
284620,01263527,카이노스메드,,
285490,01259232,노바텍,,
285800,00816933,진영,,
286750,01136001,나노실리칸첨단소재,,
287840,01374443,인투셀,,
288180,01101254,케이피항공산업,,
288330,01227039,파라택시스코리아,,
288620,01257872,에스프리즘,,
288980,01423837,모아데이타,,
289010,00983934,아이스크림에듀,,
289080,00599151,SV인베스트먼트,,
289220,01264438,자이언트스텝,,
289930,01270749,웨이비스,,
290090,01217014,트윔,,
290120,01182578,DH오토리드,,
290270,01251577,휴네시온,,
290520,00961570,신도기연,,
290550,01137903,디케이티,,
290560,01130849,파라택시스이더리움,,
290650,01181515,엘앤씨바이오,,
290660,01246034,다이나믹솔루션,,
290670,01259418,대보마그네틱,,
290690,00605522,소룩스,,
290720,01259311,푸드나무,,
290740,01141942,액트로,,
291230,01276901,엔피,,
291650,01265251,압타머사이언스,,
291810,01524507,핀텔,,
293490,01137383,카카오게임즈,,
293580,00651017,나우IB,,
293780,01251595,압타바이오,,
294090,01274310,이오플로우,,
294140,01011395,레몬,,
294570,01311055,쿠콘,,
294630,00867973,서남,,
295310,01011368,에이치브이엠,,
296640,01341630,이노에이엑스,,
297090,00765462,씨에스베어링,,
297570,01309795,아틀라스링크,,
297890,00523936,HB솔루션,,
298060,01110474,풍전약품,,
298380,01256864,에이비엘바이오,,
298540,01214743,더네이쳐홀딩스,,
298830,01012640,슈어소프트테크,,
299030,00601191,하나기술,,
299170,01318261,더블유에스아이,,
299660,01235296,셀리드,,
299900,01276327,위지윅스튜디오,,
300080,01237434,플리토,,
300120,01251489,라온피플,,
301300,00403793,바이브컴퍼니,,
302430,01258710,이노메트리,,
302550,01275665,리메드,,
303030,01318933,지니틱스,,
303360,01267958,프로티아,,
303530,01264872,이노뎁,,
303810,01233465,동국생명과학,,
304100,01050738,솔트룩스,,
304360,01258020,에스바이오메딕스,,
304840,01118281,피플바이오,,
305090,01267967,마이크로디지탈,,
306040,01222432,에스제이그룹,,
306620,01325429,지아이에스,,
307180,01326279,아이엘,,
307280,01326224,원바이오젠,,
307750,01329957,국전,,
307870,01326792,비투엔,,
307930,00598198,컴퍼니케이,,
308080,01335790,바이젠셀,,
308100,01181807,형지글로벌,,
308430,01275489,셀비온,,
309710,00914341,아이티켐,,
309930,01335453,조이웍스앤코,,
309960,00231901,LB인베스트먼트,,
310200,01335578,애니플러스,,
310210,01327746,보로노이,,
310870,01336443,디와이씨,,
311320,00668965,지오엘리먼트,,
311390,01219155,네오크레마,,
311690,01071041,CJ 바이오사이언스,,
312610,01223219,에이에프더블류,,
313760,00863038,캐리,,
314130,01276026,지놈앤컴퍼니,,
314140,01182259,알피바이오,,
314930,01117413,바이오다인,,
315640,01344831,딥노이드,,
317120,01327092,라닉스,,
317240,01353024,TS트릴리온,,
317330,01021666,덕산테코피아,,
317530,01267222,에피소드컴퍼니,,
317690,01311286,퀀타매트릭스,,
317770,01231786,엑스페릭스,,
317830,00624749,에스피시스템스,,
317850,00450995,대모,,
317870,00964595,엔바이오니아,,
318000,00876166,KBG,,
318010,00986898,팜스빌,,
318020,00962393,포인트모바일,,
318060,01565054,그래피,,
318160,01288410,셀바이오휴먼텍,,
318410,01153105,비비씨,,
319400,01358463,현대무벡스,,
319660,01365825,피에스케이,,
320000,01359815,한울반도체,,
321260,01359736,프로이천,,
321370,01593668,센서뷰,,
321550,01335930,티움바이오,,
321820,01116502,아티스트컴퍼니,,
322180,01309388,LS티라유텍,,
322310,01016479,오로스테크놀로지,,
322510,01153293,제이엘케이,,
322780,01364297,코퍼스코리아,,
323280,01366000,태성,,
323350,01344363,다원넥스뷰,,
323990,01335851,박셀바이오,,
327260,01343665,RF머트리얼즈,,
328130,01397620,루닛,,
328380,01390399,솔트웨어,,
330350,00765851,위더스제약,,
330730,01305249,스톤브릿지벤처스,,
330860,01368354,네패스아크,,
331380,01393721,포커스에이아이,,
331520,01398151,밸로프,,
331740,01649620,아우토크립트,,
331920,01114586,셀레믹스,,
332290,01394669,누보,,
332370,01213586,아이디피,,
332570,01015160,PS일렉트로닉스,,
333050,01407158,이노테나,,
333430,01396676,일승,,
333620,01310773,엔시스,,
334970,01258428,프레스티지바이오로직스,,
335810,01137295,프리시젼바이오,,
335870,01405585,윙스풋,,
336060,01408999,웨이버스,,
336570,01407909,원텍,,
336680,00814582,탑런토탈솔루션,,
337930,01391103,젝시믹스,,
338220,01344202,뷰노,,
338840,01226234,와이바이오로직스,,
339950,01414422,아이비김영,,
340360,01416642,다보링크,,
340440,01416572,세림B&G,,
340450,01432598,지씨지놈,,
340570,00608440,티앤엘,,
340810,01315042,시선AI,,
340930,01368637,성원에너텍,,
342870,01428948,오아,,
344860,01419135,이노진,,
347000,01023318,센코,,
347700,01336762,스피어,,
347740,01290381,피엔케이피부임상연구센타,,
347770,01405390,핌스,,
347850,01376715,디앤디파마텍,,
347860,01405451,알체라,,
347890,00670766,엠엑스온,,
348030,01210190,모비릭스,,
348080,01357765,큐라티스,,
348150,01399071,고바이오랩,,
348210,01080252,넥스틴,,
348340,01336461,뉴로메카,,
348350,00925587,위드텍,,
348370,01011526,엔켐,,
351320,01440153,넥사다이내믹스,,
351330,01135640,이삭엔지니어링,,
351870,00909835,차이커뮤니케이션,,
352090,01226270,스톰테크,,
352480,01226410,씨앤씨인터내셔널,,
352700,00875237,씨앤투스,,
352770,01201970,셀레스트라,,
352910,00494546,오비고,,
352940,00367871,인바이오,,
353190,01453670,휴럼,,
353590,01084294,오토앤,,
353810,01480568,이지바이오,,
354200,01397903,엔젠바이오,,
354320,00229030,알멕,,
355150,01476219,코스텍시스,,
355390,01514005,크라우드웍스,,
355690,01444380,에이텀,,
356680,01372782,엑스게이트,,
356860,00920379,티엘비,,
356890,01293953,싸이버원,,
357230,01068737,에이치피오,,
357550,00921916,석경에이티,,
357580,01012987,아모센스,,
357780,01489648,솔브레인,,
357880,01381984,SKAI,,
358570,01351080,지아이이노베이션,,
359090,01487446,씨엔알리서치,,
360070,01360875,탑머티리얼,,
360350,01493793,코셈,,
361390,01014718,제노코,,
361570,01303029,알비더블유,,
361670,00405506,삼영에스앤씨,,
362320,01534577,청담글로벌,,
362990,01492688,드림인사이트,,
363250,01437858,진시스템,,
363260,01493535,모비데이즈,,
364950,01307593,에이아이코리아,,
365270,01397772,큐라클,,
365330,01135084,에스와이스틸텍,,
365340,01274329,성일하이텍,,
365590,01505186,하이딥,,
365660,01424261,레몬헬스케어,,
365900,01354740,브이씨,,
366030,01307335,나인앤컴퍼니,,
367000,01454341,플래티어,,
368600,01302853,아이씨에이치,,
368770,01513440,파이버프로,,
368970,01491607,오에스피,,
369370,01508855,블리츠웨이엔터테인먼트,,
370090,01357446,퓨런티어,,
371950,00417167,풍원정밀,,
372170,00925374,윤성에프앤씨,,
372320,01492651,큐로셀,,
372800,01429840,아이티아이즈,,
373110,01492217,엑셀세라퓨틱스,,
373160,01455492,데이원컴퍼니,,
373170,01497142,엠아이큐브솔루션,,
373200,01514698,엑스플러스,,
376180,00604028,피코그램,,
376270,01480708,HEM파마,,
376290,00575106,씨유테크,,
376300,01456011,디어유,,
376900,01335143,로킷헬스케어,,
376930,01494118,노을,,
376980,01441611,원티드랩,,
377030,01409095,비트맥스,,
377220,01217865,프롬바이오,,
377330,01140837,이지트로닉스,,
377450,01210066,리파인,,
377460,01175499,큐에이드,,
377480,01297898,마음AI,,
378340,01488320,필에너지,,
378800,01387164,샤페론,,
380540,01506990,옵티코어,,
380550,01782004,뉴로핏,,
381620,01293485,제닉스로보틱스,,
382150,01423916,온코크로스,,
382480,01311310,지아이텍,,
382800,00958327,지앤비에스 에코,,
382840,01459212,원준,,
382900,01435489,범한퓨얼셀,,
383310,01566248,에코프로에이치엔,,
383930,01437432,디티앤씨알오,,
384470,01512575,코어라인소프트,,
387570,01455410,파인메딕스,,
387690,01501764,레메디,,
388050,01462605,지투파워,,
388210,01529982,씨엠티엑스,,
388610,01221752,지에프씨생명과학,,
388720,01152586,유일로보틱스,,
388790,01569102,라이콤,,
388870,01495180,파로스아이바이오,,
389020,01365038,자람테크놀로지,,
389030,01494154,지니너스,,
389140,01513699,포바이포,,
389260,01150515,대명에너지,,
389470,01516456,인벤티지랩,,
389500,00567897,에스비비테크,,
389650,01385050,넥스트바이오메디컬,,
389680,01498576,유디엠텍,,
391710,01573284,코닉오토메이션,,
393210,01436479,토마토시스템,,
393890,01291317,더블유씨피,,
393970,01549472,대진첨단소재,,
394280,01571107,오픈엣지테크놀로지,,
394420,01685677,리센스메디컬,,
394800,01506617,쓰리빌리언,,
396270,01515864,넥스트칩,,
396300,00534701,세아메카닉스,,
396470,00866451,워트,,
397030,01375822,에이프릴바이오,,
397810,01551042,애드포러스,,
398120,01179866,에스지헬스케어,,
399720,01364747,가온칩스,,
402030,00601988,코난테크놀로지,,
402490,01370863,그린리소스,,
403490,01299106,우듬지팜,,
403850,01138364,더핑크퐁컴퍼니,,
403870,01288827,HPSP,,
405000,01575839,플라즈맵,,
405100,01033591,큐알티,,
405920,01021639,나라셀라,,
406820,01147487,뷰티스킨,,
407400,01586455,꿈비,,
408470,01445024,한패스,,
408900,01139965,스튜디오미르,,
408920,01596656,메쎄이상,,
411080,01242241,샌즈랩,,
412350,01573381,레이저쎌,,
412540,00528791,제일엠앤에스,,
413390,01563922,엠오티,,
413630,01601222,씨피시스템,,
413640,01462739,비아이매트릭스,,
415380,01540815,스튜디오삼익,,
416180,00761183,신성에스티,,
417010,01524118,나노팀,,
417180,01584934,핑거스토리,,
417200,01528141,LS머트리얼즈,,
417500,01367586,제이아이테크,,
417790,01134216,트루엔,,
417840,01383229,저스템,,
417860,01472930,오브젠,,
417970,00657783,모델솔루션,,
418250,01579570,시큐레터,,
418420,00965512,라온텍,,
418470,01467451,KT밀리의서재,,
418550,00411808,제이오,,
418620,01516890,E8,,
419050,01526806,삼기에너지솔루션즈,,
419080,01587056,엔젯,,
419120,01516368,산돌,,
419530,01082418,SAMG엔터,,
419540,01506848,비스토스,,
420570,01553129,제이투케이바이오,,
420770,00765569,기가비스,,
424760,01622331,벨로크,,
424870,01203659,이뮨온시아,,
424960,01555215,스마트레이더시스템,,
424980,00624378,마이크로투나노,,
425040,01301252,티이엠씨,,
425420,01035368,티에프이,,
429270,01284751,시지트로닉스,,
430690,01602638,한싹,,
431190,01689266,케이쓰리아이,,
432430,01406265,와이랩,,
432470,01402995,케이엔에스,,
432720,01584183,퀄리타스반도체,,
432980,01217795,엠에프씨,,
434480,01583652,모니터랩,,
435570,01253636,에르코스,,
437730,00262266,삼현,,
438700,01605529,버넥트,,
439090,01136977,마녀공장,,
439580,01559637,블루엠텍,,
439960,01802928,코스모로보틱스,,
440110,01292291,파두,,
440290,00309460,HB인베스트먼트,,
440320,01585155,오픈놀,,
441270,01686755,파인엠텍,,
443250,01468061,레뷰코퍼레이션,,
443670,01381391,에스피소프트,,
444530,01590980,심플랫폼,,
445090,01540453,에이직랜드,,
445180,01027828,퓨릿,,
445680,01498974,큐리옥스바이오시스템즈,,
446540,00923516,메가터치,,
446840,01693922,지슨,,
448280,01218299,에코아이,,
448710,00959210,코츠테크놀로지,,
448900,00765897,한국피아이엠,,
450330,01663569,하스,,
450520,01222113,인스웨이브,,
450950,01590528,아스테라시스,,
451220,01546101,아이엠티,,
451250,01283974,삐아,,
451760,01685251,컨텍,,
452160,01309421,제이엔비,,
452190,00607496,한빛레이저,,
452200,01689035,민테크,,
452280,00958451,한선엔지니어링,,
452300,01497124,캡스톤파트너스,,
452400,00338170,이닉스,,
452430,01676642,사피엔반도체,,
452450,01429220,피아이이,,
453450,01299203,그리드위즈,,
453860,01538528,에이에스텍,,
455180,01638387,케이지에이,,
455900,01592049,엔젤로보틱스,,
456010,01373709,아이씨티케이,,
456070,01544468,이엔셀,,
456160,01577952,지투지바이오,,
457370,01016309,한켐,,
457550,01030503,우진엔텍,,
457600,01453944,벡트,,
458350,01379563,에스팀,,
458650,00319272,성우,,
458870,01514227,씨어스,,
459100,01445440,위츠,,
459510,01594791,나우로보틱스,,
459550,01466373,알트,,
460470,01678312,아이빔테크놀로지,,
460870,01142260,에스엠씨지,,
460930,00667373,현대힘스,,
460940,01419205,피앤에스로보틱스,,
461030,01497373,아이엠비디엑스,,
461300,00657224,아이스크림미디어,,
462310,01467503,뉴키즈온,,
462350,01700587,이노스페이스,,
462510,01504211,라메디텍,,
462860,01563667,더즌,,
462980,01728167,아이지넷,,
463020,01639508,뉴엔AI,,
463480,00367400,모티브링크,,
464080,01686427,에스오에스랩,,
464280,01232192,티디에스팜,,
